date,temperature,humidity,pressure,wind_speed,precipitation,rain,injected_fault,isolation_prediction,isolation_anomaly,isolation_score,temperature_change,humidity_change,pressure_change,temperature_spike,temperature_flatline,temperature_drift,humidity_spike,pressure_change_flag,sensor_dropout,cross_sensor_inconsistency,cross_sensor_result,cross_sensor_reason,station_b_temperature,station_b_humidity,station_b_pressure,station_c_temperature,station_c_humidity,station_c_pressure,temperature_difference_b,humidity_difference_b,pressure_difference_b,temperature_difference_c,humidity_difference_c,pressure_difference_c,spatial_inconsistency,spatial_result,spatial_reason,temperature_difference,humidity_difference,pressure_difference,temporal_evidence,temporal_result,evidence_count,final_status,fault_type,confidence_score,confidence_percent,confidence,severity,reason,recommendation
2026-09-01 06:00:00+05:30,51.9,76.41275,999.5395,9.734988,0.0,0.0,TEMPERATURE_SPIKE,-1,True,-0.05263529518753163,25.549999999999997,-3.238816,0.7051999999999907,True,False,False,False,False,False,False,NORMAL,NORMAL,27.45,71.33041,1000.7833,27.05,75.28301,996.02594,24.45,5.082340000000002,1.2438000000000784,24.849999999999998,1.1297399999999982,3.513559999999984,True,PRIMARY POSSIBLE OUTLIER,STATION B TEMPERATURE DIFFERENCE; STATION C TEMPERATURE DIFFERENCE,24.849999999999998,5.082340000000002,3.513559999999984,True,TEMPERATURE_SPIKE,3,SENSOR FAULT,TEMPERATURE SPIKE,3,75.0,HIGH,CRITICAL,Isolation Forest anomaly; sudden temperature change; PRIMARY POSSIBLE OUTLIER,Inspect temperature sensor and verify calibration.
2026-09-01 07:00:00+05:30,28.15,72.54859,1000.6534,9.208192,0.0,0.0,NONE,1,False,0.1928544748060403,-23.75,-3.8641599999999983,1.1139000000000578,True,False,False,False,False,False,False,NORMAL,NORMAL,28.45,70.86213,1001.89087,28.25,72.78605,997.1491,0.3000000000000007,1.686460000000011,1.2374699999999166,0.10000000000000142,0.23745999999999867,3.5043000000000575,False,NORMAL,NORMAL,0.3000000000000007,1.686460000000011,3.5043000000000575,True,TEMPERATURE_SPIKE,1,SENSOR FAULT,TEMPERATURE SPIKE,1,50.0,MEDIUM,CRITICAL,sudden temperature change,Inspect temperature sensor and verify calibration.
2026-09-01 08:00:00+05:30,30.05,65.990166,1001.08,11.928989,0.0,0.0,NONE,1,False,0.18516797812623553,1.9000000000000021,-6.558424000000002,0.42660000000000764,False,False,False,False,False,False,False,NORMAL,NORMAL,30.0,65.78048,1002.30676,30.05,67.40105,997.5934,0.05000000000000071,0.20968600000000492,1.226760000000013,0.0,1.4108839999999958,3.4866000000000668,False,NORMAL,NORMAL,0.05000000000000071,1.4108839999999958,3.4866000000000668,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-01 09:00:00+05:30,31.75,58.987236,1000.9062,11.609651,0.0,0.0,NONE,1,False,0.16335191960989787,1.6999999999999993,-7.002929999999999,-0.17380000000002838,False,False,False,False,False,False,False,NORMAL,NORMAL,31.4,60.905266,1002.12317,31.65,60.961117,997.437,0.3500000000000014,1.9180299999999946,1.2169699999999466,0.10000000000000142,1.9738809999999987,3.4692000000000007,False,NORMAL,NORMAL,0.3500000000000014,1.9738809999999987,3.4692000000000007,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-01 10:00:00+05:30,32.8,55.757587,1001.12054,11.190442,0.0,0.0,NONE,1,False,0.1481702605753351,1.0499999999999972,-3.229649000000002,0.21433999999999287,False,False,False,False,False,False,False,NORMAL,NORMAL,32.25,59.46022,1002.43134,32.55,58.461555,997.75775,0.5499999999999972,3.7026329999999987,1.310799999999972,0.25,2.703967999999996,3.362790000000018,False,NORMAL,NORMAL,0.5499999999999972,3.7026329999999987,3.362790000000018,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-01 11:00:00+05:30,34.05,51.358322,1000.54144,10.120098,0.0,0.0,NONE,1,False,0.1305019119980963,1.25,-4.399265,-0.5791000000000395,False,False,False,False,False,False,False,NORMAL,NORMAL,33.55,55.60133,1001.74805,33.85,54.84125,997.0968,0.5,4.243007999999996,1.2066100000000688,0.19999999999999574,3.482928000000001,3.4446399999999358,False,NORMAL,NORMAL,0.5,4.243007999999996,3.4446399999999358,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-01 12:00:00+05:30,34.4,50.981155,999.8496,8.865799,0.1,0.0,NONE,1,False,0.0875923626741772,0.3500000000000014,-0.37716700000000003,-0.6918399999999565,False,False,False,False,False,False,False,NORMAL,NORMAL,33.9,52.900803,1000.9545,34.35,52.85266,996.3159,0.5,1.9196480000000022,1.1049000000000433,0.04999999999999716,1.871504999999999,3.5336999999999534,False,NORMAL,NORMAL,0.5,1.9196480000000022,3.5336999999999534,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-01 13:00:00+05:30,34.45,49.770958,998.6555,9.422101,0.0,0.0,NONE,1,False,0.10609383600375533,0.05000000000000426,-1.2101970000000009,-1.1941000000000486,False,False,False,False,False,False,False,NORMAL,NORMAL,33.6,52.50655,999.95465,34.05,52.459713,995.217,0.8500000000000014,2.735591999999997,1.2991500000000542,0.4000000000000057,2.6887550000000005,3.4384999999999764,False,NORMAL,NORMAL,0.8500000000000014,2.735591999999997,3.4384999999999764,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-01 14:00:00+05:30,34.95,47.67748,997.9659,9.6480665,0.0,0.0,NONE,1,False,0.0757953764308612,0.5,-2.0934779999999975,-0.6895999999999276,False,False,False,False,False,False,False,NORMAL,NORMAL,34.15,50.609478,999.2629,34.75,49.54622,994.5403,0.8000000000000043,2.931998,1.2969999999999118,0.20000000000000284,1.8687399999999954,3.4256000000000313,False,NORMAL,NORMAL,0.8000000000000043,2.931998,3.4256000000000313,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-01 15:00:00+05:30,34.8,46.774223,997.6649,11.503113,0.0,0.0,NONE,1,False,0.061262762164407514,-0.15000000000000568,-0.9032570000000035,-0.30100000000004457,False,False,False,False,False,False,False,NORMAL,NORMAL,33.45,53.596012,998.9561,34.05,52.142944,994.3241,1.3499999999999943,6.8217890000000025,1.2912000000000035,0.75,5.368721000000001,3.3407999999999447,False,NORMAL,NORMAL,1.3499999999999943,6.8217890000000025,3.3407999999999447,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-01 16:00:00+05:30,36.85,49.143486,997.95715,9.107359,0.0,0.0,TEMPERATURE_DRIFT,1,False,0.05451753233891743,2.0500000000000043,2.3692630000000037,0.29224999999996726,False,False,False,False,False,False,False,NORMAL,NORMAL,33.05,58.93038,999.2507,33.6,57.31226,994.51105,3.8000000000000043,9.786893999999997,1.2935500000000957,3.25,8.168773999999999,3.4461000000000013,False,NORMAL,NORMAL,3.8000000000000043,9.786893999999997,3.4461000000000013,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-01 17:00:00+05:30,37.55,55.866737,998.7275,12.145665,0.0,0.0,TEMPERATURE_DRIFT,1,False,0.08206188401102038,0.6999999999999957,6.723250999999998,0.7703500000000076,False,False,False,False,False,False,False,NORMAL,NORMAL,31.15,63.481594,1000.0274,31.65,62.638752,995.25446,6.399999999999999,7.614857000000001,1.2998999999999796,5.899999999999999,6.772014999999996,3.473039999999969,True,PRIMARY POSSIBLE OUTLIER,STATION B TEMPERATURE DIFFERENCE; STATION C TEMPERATURE DIFFERENCE,6.399999999999999,7.614857000000001,3.473039999999969,False,NORMAL,1,POSSIBLE ANOMALY,TEMPERATURE SENSOR BIAS,1,25.0,LOW,LOW,PRIMARY POSSIBLE OUTLIER,Compare temperature sensor with nearby stations and recalibrate if required.
2026-09-01 18:00:00+05:30,39.15,57.72345,999.909,11.588701,0.0,0.0,TEMPERATURE_DRIFT,1,False,0.08045621384016088,1.6000000000000014,1.8567129999999992,1.1815000000000282,False,False,False,False,False,False,False,NORMAL,NORMAL,30.4,62.366783,1001.21484,30.65,62.42138,996.5182,8.75,4.643332999999998,1.3058399999999892,8.5,4.6979299999999995,3.390800000000013,True,PRIMARY POSSIBLE OUTLIER,STATION B TEMPERATURE DIFFERENCE; STATION C TEMPERATURE DIFFERENCE,8.75,4.6979299999999995,3.390800000000013,False,NORMAL,1,POSSIBLE ANOMALY,TEMPERATURE SENSOR BIAS,1,25.0,LOW,LOW,PRIMARY POSSIBLE OUTLIER,Compare temperature sensor with nearby stations and recalibrate if required.
2026-09-01 19:00:00+05:30,40.65,61.107903,1000.7902,13.039754,0.0,0.0,TEMPERATURE_DRIFT,1,False,0.051369768799550464,1.5,3.3844530000000006,0.8812000000000353,False,False,False,False,False,False,False,NORMAL,NORMAL,29.65,64.52124,1002.10364,29.9,63.98766,997.3914,11.0,3.4133370000000056,1.3134400000000142,10.75,2.879756999999998,3.398800000000051,True,PRIMARY POSSIBLE OUTLIER,STATION B TEMPERATURE DIFFERENCE; STATION C TEMPERATURE DIFFERENCE,11.0,3.4133370000000056,3.398800000000051,False,NORMAL,1,POSSIBLE ANOMALY,TEMPERATURE SENSOR BIAS,1,25.0,LOW,LOW,PRIMARY POSSIBLE OUTLIER,Compare temperature sensor with nearby stations and recalibrate if required.
2026-09-01 20:00:00+05:30,42.25,64.346214,1001.5732,10.837435,0.0,0.0,TEMPERATURE_DRIFT,1,False,0.05768174858324149,1.6000000000000014,3.238311000000003,0.7830000000000155,False,False,False,False,False,False,False,NORMAL,NORMAL,29.1,66.60247,1002.8947,29.2,66.82547,998.06726,13.149999999999999,2.2562559999999934,1.3214999999999009,13.05,2.4792559999999924,3.5059400000000096,True,PRIMARY POSSIBLE OUTLIER,STATION B TEMPERATURE DIFFERENCE; STATION C TEMPERATURE DIFFERENCE,13.149999999999999,2.4792559999999924,3.5059400000000096,False,NORMAL,1,POSSIBLE ANOMALY,TEMPERATURE SENSOR BIAS,1,25.0,LOW,LOW,PRIMARY POSSIBLE OUTLIER,Compare temperature sensor with nearby stations and recalibrate if required.
2026-09-01 21:00:00+05:30,44.25,66.22864,1002.06366,10.495713,0.0,0.0,TEMPERATURE_DRIFT,1,False,0.03278056108836824,2.0,1.8824259999999953,0.4904599999999846,False,False,False,False,False,False,False,NORMAL,NORMAL,28.85,67.163216,1003.3902,28.85,67.57342,998.653,15.399999999999999,0.934576000000007,1.3265400000000227,15.399999999999999,1.34478,3.410660000000007,True,PRIMARY POSSIBLE OUTLIER,STATION B TEMPERATURE DIFFERENCE; STATION C TEMPERATURE DIFFERENCE,15.399999999999999,1.34478,3.410660000000007,False,NORMAL,1,POSSIBLE ANOMALY,TEMPERATURE SENSOR BIAS,1,25.0,LOW,LOW,PRIMARY POSSIBLE OUTLIER,Compare temperature sensor with nearby stations and recalibrate if required.
2026-09-01 22:00:00+05:30,29.05,66.79541,1002.35913,9.181765,0.0,0.0,NONE,1,False,0.19199899669091647,-15.2,0.5667700000000053,0.295470000000023,True,False,False,False,False,False,True,TEMPERATURE_INCONSISTENCY,TEMPERATURE_INCONSISTENCY,28.45,68.53141,1003.5851,28.6,68.35199,998.845,0.6000000000000014,1.73599999999999,1.2259699999999611,0.4499999999999993,1.5565799999999967,3.514130000000023,False,NORMAL,NORMAL,0.6000000000000014,1.73599999999999,3.514130000000023,True,TEMPERATURE_SPIKE,2,SENSOR FAULT,TEMPERATURE SPIKE,2,50.0,MEDIUM,CRITICAL,sudden temperature change; TEMPERATURE_INCONSISTENCY,Inspect temperature sensor and verify calibration.
2026-09-01 23:00:00+05:30,29.2,66.420265,1001.9632,7.79215,0.0,0.0,NONE,1,False,0.17008300352807493,0.14999999999999858,-0.3751450000000034,-0.3959300000000212,False,False,False,False,False,False,False,NORMAL,NORMAL,28.6,67.730194,1003.28766,28.75,67.966255,998.45215,0.5999999999999979,1.3099289999999968,1.324459999999931,0.4499999999999993,1.5459900000000033,3.5110500000000684,False,NORMAL,NORMAL,0.5999999999999979,1.5459900000000033,3.5110500000000684,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 00:00:00+05:30,28.55,69.17932,1001.75433,9.6480665,0.0,0.0,NONE,1,False,0.19395003100208913,-0.6499999999999986,2.7590550000000036,-0.20887000000004718,False,False,False,False,False,False,False,NORMAL,NORMAL,28.05,69.932175,1002.98236,28.2,69.96015,998.23895,0.5,0.7528549999999967,1.2280299999999897,0.3500000000000014,0.7808299999999946,3.5153799999999364,False,NORMAL,NORMAL,0.5,0.7808299999999946,3.5153799999999364,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 01:00:00+05:30,28.05,71.00502,1001.2491,9.826088,0.0,0.0,NONE,1,False,0.19968792127848356,-0.5,1.8256999999999977,-0.5052299999999832,False,False,False,False,False,False,False,NORMAL,NORMAL,27.8,70.528275,1002.581,27.75,71.38436,997.7312,0.25,0.4767450000000082,1.3319000000000187,0.3000000000000007,0.3793399999999991,3.517900000000054,False,NORMAL,NORMAL,0.3000000000000007,0.4767450000000082,3.517900000000054,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 02:00:00+05:30,27.95,70.55582,1001.1479,10.873252,0.0,0.0,NONE,1,False,0.19815399559007807,-0.10000000000000142,-0.4492000000000047,-0.10119999999994889,False,False,False,False,False,False,False,NORMAL,NORMAL,27.8,69.24784,1002.38165,27.8,70.09918,997.6332,0.14999999999999858,1.3079800000000006,1.2337499999999864,0.14999999999999858,0.45663999999999305,3.5147000000000617,False,NORMAL,NORMAL,0.14999999999999858,1.3079800000000006,3.5147000000000617,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 03:00:00+05:30,27.65,70.28568,1001.04395,11.375658,0.0,0.0,NONE,1,False,0.18753016499758346,-0.3000000000000007,-0.2701399999999978,-0.10395000000005439,False,False,False,False,False,False,False,NORMAL,NORMAL,27.4,69.59702,1002.37726,27.45,70.2486,997.62384,0.25,0.6886599999999987,1.3333099999999831,0.1999999999999993,0.03708000000000311,3.4201100000000224,False,NORMAL,NORMAL,0.25,0.6886599999999987,3.4201100000000224,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 04:00:00+05:30,27.3,70.43615,1000.9392,11.016824,0.0,0.0,NONE,1,False,0.18884283446419659,-0.34999999999999787,0.15046999999999855,-0.10474999999996726,False,False,False,False,False,False,False,NORMAL,NORMAL,27.15,69.97797,1002.17505,27.1,70.61531,997.416,0.15000000000000213,0.4581799999999987,1.2358500000000276,0.1999999999999993,0.179159999999996,3.5231999999999744,False,NORMAL,NORMAL,0.1999999999999993,0.4581799999999987,3.5231999999999744,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 05:00:00+05:30,27.15,73.26347,1001.13605,9.6480665,0.0,0.0,NONE,1,False,0.18846132738939075,-0.15000000000000213,2.8273200000000003,0.1968499999999267,False,False,False,False,False,False,False,NORMAL,NORMAL,26.9,73.8948,1002.3715,26.85,74.566,997.60785,0.25,0.6313300000000055,1.2354500000000144,0.29999999999999716,1.3025300000000044,3.52819999999997,False,NORMAL,NORMAL,0.29999999999999716,1.3025300000000044,3.52819999999997,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 06:00:00+05:30,27.45,73.537895,1001.439,10.787993,0.0,0.0,NONE,1,False,0.19308091361526547,0.3000000000000007,0.2744250000000079,0.3029500000000098,False,False,False,False,False,False,False,NORMAL,NORMAL,27.2,75.53609,1002.7736,27.25,75.54398,998.0153,0.25,1.9981949999999955,1.334600000000023,0.1999999999999993,2.006084999999999,3.42369999999994,False,NORMAL,NORMAL,0.25,2.006084999999999,3.42369999999994,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 07:00:00+05:30,29.15,70.13649,1001.9626,9.906544,0.0,0.0,TEMPERATURE_FLATLINE,1,False,0.20192266767526695,1.6999999999999993,-3.401405000000011,0.5235999999999876,False,False,False,False,False,False,False,NORMAL,NORMAL,28.8,74.88237,1003.19025,28.95,73.789345,998.55664,0.34999999999999787,4.74588,1.2276500000000397,0.1999999999999993,3.6528550000000024,3.4059599999999364,False,NORMAL,NORMAL,0.34999999999999787,4.74588,3.4059599999999364,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 08:00:00+05:30,29.15,61.9655,1002.3903,12.932471,0.0,0.0,TEMPERATURE_FLATLINE,1,False,0.16800664114300995,0.0,-8.170989999999996,0.4277000000000726,False,False,False,False,False,False,False,NORMAL,NORMAL,30.65,66.711845,1003.6097,30.9,66.162575,998.90546,1.5,4.746344999999998,1.2193999999999505,1.75,4.197075000000005,3.4848400000000765,False,NORMAL,NORMAL,1.75,4.746344999999998,3.4848400000000765,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 09:00:00+05:30,29.15,59.649384,1002.5947,17.713316,0.7,0.19999999,TEMPERATURE_FLATLINE,1,False,0.06509075788988405,0.0,-2.316116000000001,0.20439999999996417,False,False,False,False,False,False,False,NORMAL,NORMAL,31.65,59.683613,1003.7203,31.35,63.908005,999.1157,2.5,0.034229000000003396,1.125599999999963,2.200000000000003,4.258621000000005,3.479000000000042,False,NORMAL,NORMAL,2.5,4.258621000000005,3.479000000000042,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 10:00:00+05:30,29.15,54.383266,1002.5122,17.574675,0.5,0.0,TEMPERATURE_FLATLINE,1,False,0.07308227817062524,0.0,-5.266117999999999,-0.08249999999998181,False,True,False,False,False,False,False,NORMAL,NORMAL,32.5,57.052967,1003.63007,32.75,55.240543,999.0528,3.3500000000000014,2.6697010000000034,1.117870000000039,3.6000000000000014,0.8572770000000034,3.4593999999999596,False,NORMAL,NORMAL,3.6000000000000014,2.6697010000000034,3.4593999999999596,True,TEMPERATURE_FLATLINE,1,SENSOR FAULT,TEMPERATURE FLATLINE,1,50.0,MEDIUM,MEDIUM,temperature value stuck,Check for a stuck or frozen temperature sensor.
2026-09-02 11:00:00+05:30,29.15,53.011562,1001.63116,17.441433,0.4,0.2,TEMPERATURE_FLATLINE,1,False,0.06623343206880106,0.0,-1.3717040000000011,-0.8810399999999845,False,True,False,False,False,False,False,NORMAL,NORMAL,33.65,53.16005,1002.74567,33.8,53.844784,998.1868,4.5,0.1484880000000004,1.1145099999999957,4.649999999999999,0.8332219999999992,3.4443600000000743,False,NORMAL,NORMAL,4.649999999999999,0.8332219999999992,3.4443600000000743,True,TEMPERATURE_FLATLINE,1,SENSOR FAULT,TEMPERATURE FLATLINE,1,50.0,MEDIUM,MEDIUM,temperature value stuck,Check for a stuck or frozen temperature sensor.
2026-09-02 12:00:00+05:30,32.3,58.403584,1001.1131,17.389341,0.4,0.099999994,NONE,1,False,0.10145023553362931,3.1499999999999986,5.392022000000004,-0.5180599999999913,False,False,False,False,False,False,False,NORMAL,NORMAL,33.6,53.470802,1002.14734,33.3,57.587257,997.5788,1.3000000000000043,4.932782000000003,1.0342399999999543,1.0,0.8163270000000011,3.53430000000003,False,NORMAL,NORMAL,1.3000000000000043,4.932782000000003,3.53430000000003,False,NORMAL,0,NORMAL,NONE,0,0.0,LOW,NORMAL,All monitoring checks normal.,Continue normal monitoring.
2026-09-02 13:00:00+05:30,32.8,62.139603,1000.0255,16.981165,0.6,0.3,NONE,1,False,0.07258325973639274,0.5,3.736018999999999,-1.0876000000000658,False,False,False,False,False,False,False,NORMAL,NORMAL,34.25,51.56476,1000.9582,33.8,57.359177,996.401,1.4500000000000028,10.574843000000001,0.932700000000068,1.0,4.7804259999999985,3.624500000000012,False,STATION B CHECK,STATION B HUMIDITY DIFFERENCE,1.4500000000000028,10.574843000000001,3.624500000000012,False,NORMAL,0,NORMAL,HUMIDITY SENSOR BIAS,0,0.0,LOW,NORMAL,STATION B CHECK,Compare humidity sensor with nearby stations and recalibrate if required.
