date,station_id,station_name,latitude,longitude,temperature,humidity,pressure,wind_speed,precipitation,rain
2026-09-02 02:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.95,70.55582,1001.1479,10.873252,0.0,0.0
2026-09-02 03:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.65,70.28568,1001.04395,11.375658,0.0,0.0
2026-09-02 04:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.3,70.43615,1000.9392,11.016824,0.0,0.0
2026-09-02 05:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.15,73.26347,1001.13605,9.6480665,0.0,0.0
2026-09-02 06:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.45,73.537895,1001.439,10.787993,0.0,0.0
2026-09-02 07:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.15,70.13649,1001.9626,9.906544,0.0,0.0
2026-09-02 08:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.15,61.9655,1002.3903,12.932471,0.0,0.0
2026-09-02 09:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.5,59.649384,1002.5947,17.713316,0.7,0.19999999
2026-09-02 10:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.65,54.383266,1002.5122,17.574675,0.5,0.0
2026-09-02 11:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,33.7,53.011562,1001.63116,17.441433,0.4,0.2
2026-09-02 12:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.3,58.403584,1001.1131,17.389341,0.4,0.099999994
2026-09-02 13:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.8,62.139603,1000.0255,16.981165,0.6,0.3
2026-09-02 14:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,33.15,60.92868,998.93536,15.141414,0.0,0.0
2026-09-02 15:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.7,89.95198,999.3524,13.556282,5.5,1.5
2026-09-02 16:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.6,84.10243,998.96796,6.090812,0.2,0.2
2026-09-02 17:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.45,73.16118,999.493,12.566526,0.0,0.0
2026-09-02 18:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.55,78.665344,1000.3758,13.719023,0.0,0.0
2026-09-02 19:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.35,79.342094,1001.06934,9.885262,0.0,0.0
2026-09-02 20:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.3,78.86478,1001.9647,8.827344,0.0,0.0
2026-09-02 21:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.1,74.4823,1002.6585,12.32047,0.0,0.0
2026-09-02 22:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.7,72.86337,1002.8517,11.177405,0.0,0.0
2026-09-02 23:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.55,76.43441,1002.1525,9.919618,0.0,0.0
2026-09-03 00:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.1,78.22625,1001.5487,9.044888,0.0,0.0
2026-09-03 01:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.75,79.600426,1001.2447,9.195868,0.0,0.0
2026-09-03 02:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.35,80.510635,1000.8403,8.865799,0.0,0.0
2026-09-03 03:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.95,80.94567,1000.8343,9.080639,0.0,0.0
2026-09-03 04:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.7,81.650375,1001.22864,9.102021,0.0,0.0
2026-09-03 05:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.4,84.11598,1001.6225,6.7853074,0.0,0.0
2026-09-03 06:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.9,83.91767,1001.9286,8.211235,0.0,0.0
2026-09-03 07:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.5,79.46351,1002.7492,7.729527,0.0,0.0
2026-09-03 08:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.1,71.15992,1003.0718,12.241323,0.0,0.0
2026-09-03 09:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.25,70.97397,1003.273,16.458931,0.7,0.19999999
2026-09-03 10:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.3,67.85775,1003.0745,19.239801,0.8,0.19999999
2026-09-03 11:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.9,68.178375,1002.18774,18.374111,0.7,0.39999998
2026-09-03 12:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.4,74.029274,1001.38385,17.01738,0.7,0.7
2026-09-03 13:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.25,70.10266,1000.50037,13.935767,0.3,0.3
2026-09-03 14:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.25,76.01204,999.78876,13.493999,1.5,0.5
2026-09-03 15:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.55,73.39617,999.39496,15.3802595,0.1,0.1
2026-09-03 16:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.15,77.36206,999.38904,13.926464,0.0,0.0
2026-09-03 17:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.35,85.93728,999.6757,13.37825,0.0,0.0
2026-09-03 18:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.85,87.422966,1000.4646,12.659004,0.0,0.0
2026-09-03 19:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.9,84.8848,1000.9633,11.091564,0.0,0.0
2026-09-03 20:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.45,81.3781,1001.7528,10.04458,0.0,0.0
2026-09-03 21:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.85,82.52904,1002.1422,7.79215,0.0,0.0
2026-09-03 22:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.4,85.237404,1002.4339,5.8603754,0.0,0.0
2026-09-03 23:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.65,86.54236,1001.9399,4.6938252,0.0,0.0
2026-09-04 00:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.5,84.234764,1001.6391,6.6794305,0.0,0.0
2026-09-04 01:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.25,80.01391,1001.3367,7.6579366,0.0,0.0
2026-09-04 02:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.8,78.752655,1000.7325,7.689603,0.0,0.0
2026-09-04 03:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.25,80.3669,1000.92316,6.5248446,0.0,0.0
2026-09-04 04:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,25.75,82.52955,1000.9155,6.193674,0.0,0.0
2026-09-04 05:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.1,83.07245,1001.7172,6.2145634,0.0,0.0
2026-09-04 06:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.7,80.91373,1002.2241,6.341009,0.0,0.0
2026-09-04 07:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.4,76.18204,1003.1459,5.6920996,0.0,0.0
2026-09-04 08:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.2,69.909004,1003.57104,9.178235,0.0,0.0
2026-09-04 09:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.55,62.053207,1003.9891,13.130133,0.0,0.0
2026-09-04 10:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.85,57.94613,1003.99347,15.784676,0.2,0.1
2026-09-04 11:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.35,56.15888,1003.4038,17.325876,1.1,0.3
2026-09-04 12:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.65,74.57161,1003.56287,20.57125,1.6,0.70000005
2026-09-04 13:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.3,68.66422,1002.09375,19.320465,0.2,0.0
2026-09-04 14:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.0,71.3206,1001.39264,17.414474,0.0,0.0
2026-09-04 15:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.35,74.90696,1000.8854,15.435983,0.0,0.0
2026-09-04 16:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.8,77.77145,1000.6782,12.4811535,0.0,0.0
2026-09-04 17:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.2,77.369354,1001.381,11.792404,0.0,0.0
2026-09-04 18:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.4,82.71014,1002.2649,10.261579,0.0,0.0
2026-09-04 19:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.1,84.40527,1003.15625,10.662626,0.0,0.0
2026-09-04 20:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.8,86.64851,1003.55,10.735306,0.0,0.0
2026-09-04 21:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.5,88.43072,1004.04333,9.686609,0.0,0.0
2026-09-04 22:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.2,89.45759,1004.3373,9.585739,0.0,0.0
2026-09-04 23:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.1,89.71486,1003.93787,10.993271,0.0,0.0
2026-09-05 00:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.8,90.492836,1003.63446,10.373061,0.0,0.0
2026-09-05 01:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.45,91.54769,1003.6291,8.338489,0.0,0.0
2026-09-05 02:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.15,92.621506,1003.2265,6.198903,0.0,0.0
2026-09-05 03:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.85,93.71114,1003.22174,6.452441,0.0,0.0
2026-09-05 04:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.7,93.704346,1003.5182,6.830519,0.0,0.0
2026-09-05 05:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.7,94.54189,1003.9164,5.3305535,0.0,0.0
2026-09-05 06:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.15,92.34747,1004.71967,6.452441,0.0,0.0
2026-09-05 07:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.85,84.12935,1005.3425,6.384293,0.0,0.0
2026-09-05 08:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.6,75.84088,1005.56805,7.754637,0.0,0.0
2026-09-05 09:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.0,62.52632,1005.2899,9.6932955,0.0,0.0
2026-09-05 10:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.55,57.237797,1005.1985,11.225132,0.2,0.1
2026-09-05 11:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,33.7,52.6911,1004.3192,10.1887,0.6,0.40000004
2026-09-05 12:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,33.6,51.872227,1003.8202,11.079873,0.2,0.2
2026-09-05 13:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.6,66.10562,1002.89496,17.688606,0.8,0.3
2026-09-05 14:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.3,61.474266,1002.30774,14.224556,0.1,0.1
2026-09-05 15:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.05,63.864143,1001.9061,13.878689,0.0,0.0
2026-09-05 16:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.15,68.84097,1001.6934,12.815443,0.0,0.0
2026-09-05 17:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.0,63.06727,1002.189,12.221457,0.0,0.0
2026-09-05 18:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.95,71.13303,1003.0695,9.54679,0.0,0.0
2026-09-05 19:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.3,77.93096,1003.6571,8.53815,0.0,0.0
2026-09-05 20:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.9,83.14371,1004.4475,6.854195,0.0,0.0
2026-09-05 21:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.7,85.87462,1005.0417,6.945761,0.0,0.0
2026-09-05 22:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.45,87.38819,1005.23694,6.9247384,0.0,0.0
2026-09-05 23:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.5,88.17019,1004.9393,8.953078,0.0,0.0
2026-09-06 00:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.15,89.45393,1004.43616,8.2584505,0.0,0.0
2026-09-06 01:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.8,90.760735,1004.0326,7.42159,0.0,0.0
2026-09-06 02:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.55,91.0135,1003.8298,7.458606,0.0,0.0
2026-09-06 03:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.3,90.45924,1003.42786,6.5520988,0.0,0.0
2026-09-06 04:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.05,89.638794,1003.424,5.937272,0.0,0.0
2026-09-06 05:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,26.7,92.04869,1003.9164,2.5264204,0.0,0.0
2026-09-06 06:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.25,88.06693,1004.4226,4.5322843,0.0,0.0
2026-09-06 07:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.15,78.142136,1005.0486,4.5536795,0.0,0.0
2026-09-06 08:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.1,68.421234,1005.5753,6.6185193,0.0,0.0
2026-09-06 09:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.85,59.239742,1005.7007,8.427383,0.0,0.0
2026-09-06 10:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,34.25,51.56476,1005.62164,9.4238205,0.0,0.0
2026-09-06 11:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,35.2,44.642796,1004.54016,9.867218,0.2,0.2
2026-09-06 12:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,33.1,55.49297,1004.41034,17.325876,0.5,0.4
2026-09-06 13:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.95,56.81516,1003.2135,19.64228,0.4,0.3
2026-09-06 14:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,33.5,53.28426,1002.4249,17.932373,0.0,0.0
2026-09-06 15:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.45,62.78443,1001.8973,15.027575,0.6,0.20000002
2026-09-06 16:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.7,67.52257,1002.0998,14.230248,0.6,0.100000024
2026-09-06 17:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.55,61.86626,1003.3918,13.608762,0.1,0.1
2026-09-06 18:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.75,72.60627,1004.3606,11.966954,0.0,0.0
2026-09-06 19:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.3,80.04577,1005.0507,9.686609,0.0,0.0
2026-09-06 20:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.3,82.45424,1005.3494,10.373061,0.0,0.0
2026-09-06 21:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.1,81.70071,1005.7445,8.827343,0.0,0.0
2026-09-06 22:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.95,77.18518,1005.6427,9.0,0.0,0.0
2026-09-06 23:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.55,77.35753,1004.84033,7.989242,0.0,0.0
2026-09-07 00:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,28.15,78.70458,1004.3367,7.689603,0.0,0.0
2026-09-07 01:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.8,79.84673,1004.0326,6.6794305,0.0,0.0
2026-09-07 02:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.4,81.49141,1003.728,4.8733153,0.0,0.0
2026-09-07 03:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.15,82.94331,1003.5251,3.7585104,0.0,0.0
2026-09-07 04:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.05,83.682495,1003.82227,3.8183763,0.0,0.0
2026-09-07 05:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.6,82.49959,1004.3284,5.0911684,0.0,0.0
2026-09-07 06:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,27.75,82.76447,1004.5297,5.5916004,0.0,0.0
2026-09-07 07:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,29.55,74.77872,1005.05457,3.462369,0.0,0.0
2026-09-07 08:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.65,64.74401,1005.1853,4.323748,0.0,0.0
2026-09-07 09:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,33.6,53.958714,1005.21405,4.514377,0.0,0.0
2026-09-07 10:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,34.95,46.95656,1005.0345,4.91634,0.1,0.1
2026-09-07 11:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,36.4,41.15093,1003.7609,6.037383,0.2,0.1
2026-09-07 12:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,36.2,42.24813,1003.06116,7.7879906,0.0,0.0
2026-09-07 13:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,35.85,44.27149,1001.5628,11.975074,0.0,0.0
2026-09-07 14:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,34.5,51.31622,1000.6473,17.273436,0.1,0.1
2026-09-07 15:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,33.3,56.556114,1000.2319,19.759048,0.1,0.1
2026-09-07 16:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,32.75,59.574173,1000.4228,15.96327,0.0,0.0
2026-09-07 17:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,31.55,67.49323,1000.8034,13.776762,0.0,0.0
2026-09-07 18:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.85,72.14817,1002.0872,11.238113,0.0,0.0
2026-09-07 19:00:00+05:30,STATION_A,Primary Station,17.680139541625977,83.20425415039062,30.55,75.384895,1002.9788,9.144637,0.0,0.0
